target,message,message_len,message_clean,target_encoded
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",23,tick tick tick could die lone know pout stomp feet need,0
ham,Lmao you know me so well...,6,lmao know well,0
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,24,doubl min doubl txt price liner latest orang bluetooth mobil call latest offer,1
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,34,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way,0
ham,Goodnight da thangam I really miss u dear.,8,goodnight da thangam realli miss dear,0
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,27,hey next sun basic yoga cour bugi go pilat intro next sat tell time r free,0
ham,"Geeeee ... Your internet is really bad today, eh ?",10,geeeee internet realli bad today eh,0
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,24,free video camera phone half price line rental mths cross ntwk min txts call,1
ham,I think i am disturbing her da,7,think disturb da,0
ham,"Sorry, I'll call you  later. I am in meeting sir.",11,sorri ill call later meet sir,0
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,19,havent stuck orchard dad car go dinner leh r free tonight,0
ham,Ok i also wan 2 watch e 9 pm show...,10,ok also wan watch e pm show,0
ham,I dunno lei... Like dun haf...,6,dunno lei like dun haf,0
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,13,brother transfer ltgt ltgt pa,0
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,22,call later afternoon onword mtnl servic get problem south mumbai hear cannt listen,0
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,20,£ uk break accommodationvouch term condit appli claim mustprovid claim number,1
ham,Talk to g and x about that,7,talk g x,0
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),14,hai dear friend new amp present number rajitha raj ranju,0
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,31,alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,1
ham,As in different styles?,4,differ style,0
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,20,win å£ shop spree everi week start play text store skilgm å£,1
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,6,gud dearslp welltak careswt dreamsmuah,0
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,14,want sent ltgt mesag today sorri hurt,0
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",25,attempt contract week top prize either å£ cash å£ prize call,1
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",11,well glad didnt find total disagr lol,0
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",17,guy flash go call call madam take care oh,0
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,28,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call,1
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,20,mark work tomorrow get work hous meet afterward,0
ham,\Keep ur problems in ur heart,6,keep ur problem ur heart,0
ham,"Yeah, give me a call if you've got a minute",10,yeah give call youv got minut,0
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,13,hi babe uawakefeellikw shitjustfound via alett thatmum gotmarri ourback åð fuckinniceselfish,0
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),44,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount motherinlaw woman hitler eleven plus two twelv plus one amaz,0
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,12,aiya discuss later lar pick ì,0
ham,Hey happy birthday...,3,hey happi birthday,0
ham,Sorry i missed your call. Can you please call back.,10,sorri miss call plea call back,0
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,19,omg one thing anoth cat worm bad day end,0
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",17,good morn suffer fever dysentri abl come offic today,0
ham,I wont do anything de.,5,wont anyth de,0
ham,What type of stuff do you sing?,7,type stuff sing,0
ham,"St andre, virgil's cream",4,st andr virgil cream,0
ham,No no. I will check all rooms befor activities,9,check room befor activ,0
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",13,fri ah oki lorgoin drivin den go shoppin tt,0
ham,Gokila is talking with you aha:),6,gokila talk aha,0
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",16,hi shanilrakhesh herethanksi exchang uncut diamond stuffleav back excel servic dino prem,0
ham,K.k.this month kotees birthday know?,5,kkthis month kote birthday know,0
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,15,realli realli broke oh amount small even ltgt,0
ham,Sorry about that this is my mates phone and i didnt write it love Kate,15,sorri mate phone didnt write love kate,0
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",27,themobhit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpaper free,1
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",33,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come cos money,0
ham,"Aight, call me once you're close",6,aight call close,0
ham,Nope thats fine. I might have a nap tho! ,10,nope fine might nap tho,0
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,23,msg mobil content order resent previous attempt fail due network error queri customersqueriesnetvisionukcom,1
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,18,news hassl get weed week andr money haughaighgtujhyguj,0
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",96,boy love gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decid aproach gal dt time truck speed toward gal wn hit girld boy ran like hell n save ask hw cn run fast boy repli boost secret energi n instant girl shout energi n thi live happili drink boost evrydi moral stori hv free msgsd gud,0
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,28,wnt buy bmw car urgentlyit vri urgentbut hv shortag ltgt lacsther sourc arng dis amt ltgt lacsthat prob,0
ham,Ding me on ya break fassyole! Blacko from londn,9,ding ya break fassyol blacko londn,0
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,15,realli need kiss miss babi ur babi,0
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",27,sign matur start say big thing actual start understand small thing nice even bslvyl,0
ham,Oh you got many responsibilities.,5,oh got mani respon,0
spam,You have 1 new message. Please call 08715205273,8,new messag plea call,1
ham,I've reached sch already...,4,ive reach sch alreadi,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,28,decemb mobil entitl updat latest colour camera mobil free call mobil updat vco free,1
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,18,definit need modul e human dis sem izzit wan take modul,0
ham,Argh why the fuck is nobody in town ;_;,9,argh fuck nobodi town,0
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",28,get lion england tone repli lionm mono lionp poli go origin n best tone network oper rate appli,1
ham,Thanks. Fills me with complete calm and reassurance! ,9,thank fill complet calm reassur,0
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,10,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmean,0
ham,Are you driving or training?,5,drive train,0
ham,Lol for real. She told my dad I have cancer,10,lol real told dad cancer,0
spam,PRIVATE! Your 2003 Account Statement for 078,7,privat account statement,1
ham,"Oops I did have it,  &lt;#&gt; ?",8,oop ltgt,0
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",13,enufcredeit tocallsh ileav uni get bus yor hous,0
ham,"Hi Chikku, send some nice msgs",6,hi chikku send nice msgs,0
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",32,imposs argu alway treat like sub like never relea remind necessari,0
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",22,work ah den plus lor workin oso rite den go orchard lor place go liao,0
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",19,wonder okor great month cherish guy wish well day mojibiola,0
ham,Cuz ibored. And don wanna study,6,cuz ibor wanna studi,0
ham,Wot about on wed nite I am 3 then but only til 9!,13,wot wed nite til,0
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",58,rose redr bloodblood heartheart send tis ur friend includ like get back r poor relat need support r frnd mani luv pray god marri tri,0
ham,Any way where are you and what doing.,8,way,0
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,16,suck ill go hair youll free right,0
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,22,still work time also tri ad zero save check ltgt,0
